,CLAVE,NOM_MUN,NOMEDO,CVE_EDO,CVE_MUNI,Area,geometry,index_right,latitud,longitud,cluster,color
1162,09005,Gustavo A. Madero,D.F.,09,005,87.4454018157,"POLYGON ((-99.11705250358808 19.58908882826286, -99.11748461450911 19.58810314324941, -99.11818893698656 19.585328553363127, -99.11834705463775 19.584410728633635, -99.11800841276674 19.58358229558358, -99.11776877170746 19.582707596640244, -99.11610306637564 19.580427728426315, -99.11487839958531 19.578883348852933, -99.1140500133157 19.5773660654435, -99.1134909830097 19.576111105388996, -99.11318552392363 19.57462305854399, -99.11277658185456 19.573393056208186, -99.11212243997136 19.57166553002051, -99.11186519288039 19.57027216092619, -99.1118035798524 19.56923431592373, -99.11166248695207 19.568337142191016, -99.11117837626107 19.567271404586478, -99.10999845025205 19.566104286671976, -99.10918633895095 19.565176731310682, -99.10881815434188 19.564843117405935, -99.1088757333589 19.56427122063826, -99.10890936080453 19.563476805468763, -99.10906701594101 19.562582511431334, -99.10947346643562 19.561903136894006, -99.11042778578894 19.561087509950863, -99.11228942425107 19.55907920140074, -99.11314422744029 19.558333320210252, -99.11359532402541 19.557913670924794, -99.11417218355373 19.55742447719908, -99.11482962379019 19.556629504585036, -99.1158838427841 19.555720869770834, -99.11606411898117 19.555109679940777, -99.11608016746148 19.553789813756783, -99.11645677507357 19.553274986596207, -99.11706300155832 19.552526616029102, -99.11811356723663 19.55190085479181, -99.11879535277843 19.551082542587345, -99.11995567989902 19.549561850781533, -99.12208871384573 19.545670289823533, -99.12302075545095 19.54443017516794, -99.1244055828506 19.542911749633774, -99.12589343001171 19.54104066380503, -99.12899273819909 19.53732375032381, -99.12967955909619 19.536033919189943, -99.12797649179275 19.5348618645794, -99.12748779290824 19.534126095180007, -99.12732373799898 19.533181518949874, -99.1275638636684 19.531769642644562, -99.12775749995906 19.52995639805353, -99.1281601845181 19.52729658914537, -99.12798110429905 19.525479674022957, -99.12744116730012 19.524908626914605, -99.12688113604113 19.523818605567453, -99.12593709413927 19.52145185968704, -99.12527714688078 19.52045510142626, -99.12348825096116 19.518268278298887, -99.12208418694856 19.5169812075297, -99.12070172212843 19.516142316458613, -99.12005064107325 19.514391479011177, -99.11914293582736 19.513250634805143, -99.11713009469737 19.513183386969008, -99.1164830975841 19.51327102991586, -99.11345806934831 19.510458955787833, -99.11256075283158 19.51052056125883, -99.10952780678521 19.510560614648085, -99.1084643497345 19.510007821268882, -99.1081354952607 19.510640770861468, -99.10748761553776 19.510657835101537, -99.10596256891401 19.509228110681054, -99.09846796431033 19.51266445960408, -99.0901112598277 19.509025027079588, -99.08162247359896 19.50532594479853, -99.06920330738542 19.49999055334166, -99.06370557689527 19.497787195208684, -99.06729839951245 19.488391393005617, -99.06048037547163 19.472247590687054, -99.05425519504068 19.457367929685276, -99.05068100445773 19.44926586035752, -99.05077155597999 19.449165105827362, -99.05111438663579 19.448994789325575, -99.05138932895281 19.44876112535641, -99.05254998226356 19.447551242084398, -99.05516900646748 19.44660030092495, -99.0557375188911 19.446374614519463, -99.05697574390487 19.44599204271991, -99.05693460606041 19.445796112419934, -99.05741909377832 19.445590307712997, -99.05752793203364 19.445747906791894, -99.06183755249167 19.44414241268417, -99.0627603877002 19.44442854375541, -99.0667871965759 19.445855364759655, -99.06727341604103 19.445679298990402, -99.068153236498 19.445635193928357, -99.07950033237405 19.449500285593402, -99.07987099686129 19.44947799299019, -99.08038158921023 19.44939014935182, -99.08290604399242 19.447606824778884, -99.08686646605496 19.445009740896307, -99.08760665362593 19.44602116974855, -99.08941368095216 19.447735950797224, -99.09198718296481 19.45013099488843, -99.09256629960812 19.450636046888185, -99.09302924987216 19.450877463125963, -99.09360680184469 19.451008931570875, -99.09411743814523 19.45103064329328, -99.09478805123739 19.450942428495953, -99.09863294807752 19.449388404907857, -99.09939140974612 19.449099930349444, -99.10043577892421 19.449067573797457, -99.1011303567401 19.449198992323737, -99.10574246000083 19.450867375347677, -99.10831279353685 19.45185454557343, -99.10851224243666 19.45190962113899, -99.108508711795 19.45196336282707, -99.10850756851084 19.452017150183895, -99.10851133834575 19.45206451777354, -99.10852214992397 19.45211768418973, -99.10862188361453 19.452144797237832, -99.1086949786339 19.452076809743204, -99.10872241289393 19.452022109211338, -99.11139339039411 19.45299557607026, -99.11352707162034 19.454642115982285, -99.11693573958895 19.457325133568812, -99.11825632922776 19.457785887284416, -99.12191352579298 19.45900340154051, -99.1254379666745 19.460176671800532, -99.12722205631543 19.460746699339083, -99.13248311996664 19.463841517431252, -99.13301737781629 19.464104839374958, -99.13341010560951 19.464170344641147, -99.13937189103478 19.464510973704062, -99.14059054994769 19.4644870159966, -99.14131096269719 19.465099344595732, -99.14158086868365 19.465099350368533, -99.14206700652927 19.464925588175777, -99.1424328301138 19.4645665972613, -99.14273836752298 19.464462203941643, -99.14279255691733 19.464952613427112, -99.1463208161926 19.47427060944353, -99.14880583529366 19.48118540816409, -99.15444333102577 19.49603556313166, -99.15684445274758 19.502088094712242, -99.15687563030092 19.50231100881144, -99.16262879547271 19.517313170380493, -99.16927181385692 19.521315014068954, -99.17281617115266 19.522316243473128, -99.17482164659185 19.52309010853284, -99.17082952494603 19.52661047558487, -99.1747018600994 19.529430172879344, -99.1755631015716 19.528118487652154, -99.17870119032993 19.52982261326535, -99.17991017021042 19.530753756936043, -99.18007062292732 19.532004652904973, -99.17580735054098 19.53085534895162, -99.17020597228039 19.52924472254363, -99.16668380042319 19.52843247287692, -99.16306330023582 19.527524548271238, -99.15877747963212 19.526209503162512, -99.15792157617616 19.527144216762686, -99.15811677485448 19.527523161932184, -99.15805800815649 19.528276860663563, -99.15767915934507 19.528909837286324, -99.15694649286894 19.529892464428098, -99.15598816121094 19.531038234332012, -99.15535975658278 19.53183361975899, -99.15686846362428 19.53236698719638, -99.15808542369004 19.532567444413484, -99.15820656012815 19.53294584955252, -99.15771932139926 19.534190552506946, -99.15698802695242 19.53522051129146, -99.15469436356955 19.538050473687353, -99.1507253839522 19.544069502588233, -99.16009888184107 19.548522901741272, -99.16009430381122 19.54897089274034, -99.15986152494447 19.549817075834763, -99.15962416352947 19.551111251368717, -99.15926620349634 19.55188569222009, -99.15871687084461 19.552210442148407, -99.1583644690074 19.552489890209348, -99.15795969759726 19.55321643274175, -99.1576011519224 19.55413247880029, -99.15754081750313 19.55507480540655, -99.15770912438268 19.555712984541582, -99.15801298425089 19.55741301735714, -99.15731061213096 19.557854132131357, -99.15683279759 19.558415025770664, -99.15607966402058 19.558997083485625, -99.15547806665127 19.559533270662527, -99.1542759940437 19.560322988325744, -99.15345031829838 19.56071559952203, -99.15272953090548 19.56077907496286, -99.15116482436505 19.56062244086274, -99.15049487485275 19.560427133400744, -99.14964273893851 19.561055163409485, -99.14909236060906 19.561426880671704, -99.14826361204149 19.56207885343816, -99.1476083251841 19.562779411497264, -99.14697873842864 19.56362178861483, -99.14629401063091 19.564699345863524, -99.14583234468782 19.565967765636746, -99.14595854656443 19.56644627379455, -99.14606949132636 19.567196122007218, -99.1460593441071 19.56802101103004, -99.14567934774554 19.56870070111808, -99.14514819988288 19.569520575308545, -99.14472015395538 19.569869947490986, -99.14401750403802 19.570546660387578, -99.1434402024025 19.57105947458427, -99.14278690942437 19.571548192334397, -99.14195848202411 19.572294181942297, -99.1410007196266 19.573392626687337, -99.1400478979941 19.57425550210363, -99.1376716671528 19.579936622057197, -99.13731707354663 19.58042814066278, -99.13661235200209 19.581198826815807, -99.13506033626719 19.582244360946653, -99.13405850417954 19.582705770875062, -99.13328372592942 19.583169494321023, -99.13297830591239 19.583708672306823, -99.13267278847434 19.58436567869519, -99.13256605602938 19.58511879111449, -99.13176197872431 19.585723859692187, -99.13108816016317 19.586047014604564, -99.13016286704979 19.58639145545884, -99.12883920821129 19.58692037308677, -99.12626595398658 19.587979015403793, -99.12558812334416 19.588490713981756, -99.1249080837446 19.589332635318748, -99.12437164381086 19.590505852279936, -99.12376468815177 19.591395612503682, -99.12311411994199 19.59186051804424, -99.12221156920421 19.59157964866998, -99.1220975654586 19.5915440568023, -99.12102872148914 19.59143903051382, -99.11919431953399 19.591019744324793, -99.11705250358808 19.58908882826286))",2,19.5040652077,-99.1158642087,5,#56a7db
1195,09002,Azcapotzalco,D.F.,09,002,33.4207811851,"POLYGON ((-99.15687563030092 19.50231100881144, -99.15684445274758 19.502088094712242, -99.15444333102577 19.49603556313166, -99.14880583529366 19.48118540816409, -99.1463208161926 19.47427060944353, -99.14279255691733 19.464952613427112, -99.14273836752298 19.464462203941643, -99.14293728950732 19.464316429112568, -99.14695372967542 19.463001160960566, -99.14954641804707 19.462262183771703, -99.1504436900855 19.46218649043785, -99.15135462670086 19.462256618184455, -99.15631619842333 19.463138763503874, -99.15696062686771 19.463275495650855, -99.15763154705462 19.463287545166672, -99.15825066404732 19.46314965051804, -99.15865767779631 19.462874659338876, -99.15911906687538 19.46251204497288, -99.16039110524363 19.46038753250206, -99.16081473558893 19.45988798243341, -99.16134190077709 19.459462876602093, -99.16193276918229 19.459075215596748, -99.16241984818306 19.458624998188462, -99.16270962667637 19.45790061461528, -99.16316145157455 19.455590205088875, -99.16431596156774 19.45577499255013, -99.16767029476034 19.456412784090368, -99.17335494620876 19.457318391035496, -99.17718929763882 19.457962396876038, -99.17847406663292 19.458202184483543, -99.18331073442366 19.459003509798197, -99.18816222312947 19.460014811216876, -99.18766469821718 19.463053706254946, -99.19040793082482 19.463918933468463, -99.19040867081465 19.464808217594996, -99.19024017172616 19.46972780819801, -99.19555616541896 19.47116948985875, -99.20050245571478 19.47259026223748, -99.20137279739053 19.4725480347128, -99.20370233648036 19.471821943527203, -99.20609809387435 19.47066174966983, -99.20666226613369 19.470523206971777, -99.22064822467141 19.474118582781838, -99.22028847197262 19.47617656502449, -99.21960798445984 19.478499119260984, -99.21329540784774 19.496409435766214, -99.2132008920362 19.496941273438306, -99.21265579467658 19.499990818603262, -99.21162970694225 19.502959849589782, -99.21139342848817 19.504112723434964, -99.21086187963331 19.507313776570356, -99.21047603213422 19.50853583388195, -99.21004288584871 19.509733795254586, -99.20965997948582 19.5105789412894, -99.20900522823817 19.511397545433187, -99.20774979138197 19.512611480245827, -99.20462174268181 19.514373107700063, -99.19269831786076 19.511264501561914, -99.17786949790998 19.5055339310202, -99.17349696782519 19.507612956350442, -99.15687563030092 19.50231100881144))",7,19.4853286147,-99.1821069423,8,#db56a7
1214,09016,Miguel Hidalgo,D.F.,09,016,45.9384984706,"POLYGON ((-99.20666226613369 19.470523206971777, -99.20609809387435 19.47066174966983, -99.20370233648036 19.471821943527203, -99.20137279739053 19.4725480347128, -99.20050245571478 19.47259026223748, -99.19555616541896 19.47116948985875, -99.19024017172616 19.46972780819801, -99.19040867081465 19.464808217594996, -99.19040793082482 19.463918933468463, -99.18766469821718 19.463053706254946, -99.18816222312947 19.460014811216876, -99.18331073442366 19.459003509798197, -99.17847406663292 19.458202184483543, -99.17718929763882 19.457962396876038, -99.17335494620876 19.457318391035496, -99.16767029476034 19.456412784090368, -99.16431596156774 19.45577499255013, -99.16316145157455 19.455590205088875, -99.1633335474509 19.455011164384235, -99.1639158999176 19.451021259822916, -99.16406716603915 19.449264270076537, -99.16543473466075 19.44277456773614, -99.16833542988519 19.43708138505125, -99.16939068934629 19.435486915667088, -99.17341178679517 19.428836221695963, -99.17740827134055 19.42277746064462, -99.17742646143549 19.42201572426444, -99.17744767711405 19.41857588320282, -99.18170834034576 19.410805601356017, -99.18396419736244 19.407133617727197, -99.17678238324886 19.40460950482226, -99.17083624462066 19.40260603653925, -99.16983340929144 19.399052791623056, -99.1714235671695 19.39858557107617, -99.17823273782021 19.396609645617893, -99.17886237907301 19.396409012126707, -99.17916399588205 19.3966001295894, -99.18161843483634 19.39624182026734, -99.18379908630004 19.395500316490022, -99.18603401357801 19.394903651148628, -99.18863071626659 19.394936691869358, -99.18950953518393 19.397118842178628, -99.19040962318643 19.39873473160343, -99.19164396558662 19.400235060027086, -99.1919012240812 19.400610249063615, -99.19190273204656 19.40099994233025, -99.19185865976286 19.40128457592282, -99.19131347929677 19.403060790344302, -99.193758572302 19.402812265918683, -99.19635690594241 19.402425801148752, -99.19778831195141 19.402245057500398, -99.20115988789073 19.400826472038528, -99.20211321022094 19.400673930310536, -99.202721107137 19.400601077678168, -99.20708411782108 19.40019186438464, -99.20873503072971 19.399899251847433, -99.21151747814525 19.399260779807182, -99.21344668353689 19.398551021911324, -99.21449525731092 19.398058921176982, -99.21517170044375 19.397785371520207, -99.21617463082735 19.39742325006531, -99.21705671174163 19.397133374273796, -99.21766455983906 19.396944921991228, -99.22216574069944 19.39548919063737, -99.22342705408894 19.395098073269207, -99.22455294021378 19.394908917069497, -99.22540463576962 19.39493673444405, -99.22619429448186 19.39508008000576, -99.22683351522807 19.39510823675838, -99.2284149224785 19.39482376552778, -99.22957121111271 19.394547909262442, -99.2304230859958 19.39421492597167, -99.23101690858105 19.394127543748194, -99.23217568436735 19.394198329838048, -99.23282973766692 19.39396648753692, -99.23389374260596 19.393532025423987, -99.23477601438351 19.39311207120015, -99.23564170271264 19.392920620390463, -99.23728505690741 19.392875064486518, -99.23783049080018 19.392701249977357, -99.23846894620479 19.392296074362264, -99.23891075808652 19.391934594798176, -99.23891164846611 19.39142006895139, -99.23877380455961 19.390683825533863, -99.23880364742546 19.389918930457718, -99.23921235690949 19.38883529998089, -99.23942527284518 19.38845972702365, -99.23987900688653 19.388098181095593, -99.24070991499403 19.38761863912651, -99.24174107656388 19.386563077838424, -99.24237865991212 19.38631673751914, -99.24298826670679 19.38627292445634, -99.24443267105941 19.386617283244913, -99.24502562296487 19.386688695812058, -99.2454063560218 19.386630505431278, -99.24584491725841 19.386427813451906, -99.24693867576316 19.385579514944034, -99.24764018285991 19.386420879438944, -99.24786848219472 19.386817808751708, -99.24797764649294 19.388974518735935, -99.24797146585787 19.389870391382942, -99.24783213510995 19.390267705891535, -99.24743137992162 19.390961280713544, -99.24690852352673 19.391554083258924, -99.24660737598683 19.39216168533077, -99.24625493662792 19.392590514101254, -99.24624786576665 19.3930579192574, -99.24646948844277 19.39343122771339, -99.24677238479757 19.39356332932354, -99.24720640826972 19.393585962020754, -99.24757531367104 19.393523302185752, -99.24851655669623 19.392782081220226, -99.24881814317666 19.392742829527073, -99.24957405623883 19.393020799076076, -99.25026160589304 19.393019719086453, -99.25056382151088 19.392949325304816, -99.25085837847651 19.392785341488615, -99.2511796956356 19.39271472765555, -99.25249672772539 19.392868943460726, -99.25279382837797 19.39328835736524, -99.25391135638397 19.39422023380644, -99.2541804112447 19.394491880889106, -99.2543952337746 19.394375148451022, -99.25441011940718 19.394110643306387, -99.25389256339776 19.393613598813324, -99.25397397721166 19.39336474519798, -99.25421280007896 19.393123282830093, -99.25435107372402 19.393014221540255, -99.25477821228286 19.392904744557494, -99.25521141873998 19.392849464369554, -99.25544216594011 19.392771532723852, -99.25603144357883 19.392434770174106, -99.25630959080203 19.392255469355188, -99.2565640629964 19.392184763209162, -99.2570209759652 19.392137554233447, -99.2578339122807 19.392074150445158, -99.25806274940912 19.39197239300123, -99.25821867001842 19.391816640462086, -99.25841408609843 19.391714842487872, -99.2585780570665 19.39187045216084, -99.25865632761375 19.39213268235706, -99.25894283696778 19.39272321634638, -99.25905100266078 19.393042058859596, -99.25908375427863 19.393430895401302, -99.25902716010353 19.393633193587586, -99.25774968225278 19.394477120530723, -99.25688785584474 19.39507032091843, -99.25576780984326 19.39603772662406, -99.25535648781275 19.396427845479096, -99.25509654803544 19.396887544518343, -99.25493120792349 19.397391439366764, -99.25483391520085 19.397835686029588, -99.25477818481768 19.398349784739004, -99.25476907054362 19.3988015805687, -99.25486154653974 19.399424566192764, -99.25487034388559 19.399580194088117, -99.25479694746359 19.40025991894019, -99.25495379096779 19.401124215334896, -99.25497006215575 19.401264404121417, -99.2549878735185 19.401801645986072, -99.25510298548407 19.402131098646226, -99.25505666383523 19.40253379592587, -99.25472380012174 19.403294048642035, -99.25408570019849 19.403799835325966, -99.25265948841337 19.40467274543107, -99.25199796583752 19.40515544364455, -99.25120889861492 19.40545146523097, -99.25052444774498 19.406123192219507, -99.24999236246816 19.40693418538499, -99.24905282045485 19.407232555678558, -99.24849253534317 19.407784481709466, -99.24748324250481 19.4083438040776, -99.24654081578092 19.40842999966, -99.24594851126743 19.408675774646863, -99.24466168038244 19.409027258765246, -99.24360459497152 19.409587384235717, -99.24252266488084 19.410312714498545, -99.2412678038195 19.410970314253934, -99.23978794606022 19.411537422618753, -99.23909006948648 19.411454444222375, -99.23814093414123 19.411281631320676, -99.23768254813412 19.411397856611693, -99.23705372903834 19.411559106830698, -99.23658606624842 19.411896896048848, -99.23627410725766 19.412444542560106, -99.23601182404892 19.413014902895146, -99.23562533102172 19.41370532907515, -99.23501767242614 19.414352062208437, -99.2346077566582 19.415137210254183, -99.23424610329683 19.415662139912758, -99.2336575483328 19.41619056215429, -99.23304510594048 19.41660187071691, -99.23231178309082 19.41732134034627, -99.2321254108647 19.418032134375373, -99.23176896461055 19.418887073153265, -99.23108578073555 19.419605758225128, -99.22974280389101 19.42094868068786, -99.22917620881145 19.42121752155204, -99.22861484015715 19.421698567176957, -99.22798035511337 19.42236942491235, -99.22734491911909 19.42296946499464, -99.22684031882436 19.42394486865162, -99.22585944902276 19.424739349285478, -99.22545420842818 19.42564237752055, -99.22501653685079 19.426144940599873, -99.2242048092111 19.426606367056056, -99.22248596663688 19.426469441853385, -99.22216562901205 19.428007812670735, -99.22257447955457 19.428566989194543, -99.22342670039178 19.42893041019418, -99.22623749503282 19.430440755738356, -99.22558788752659 19.432904527821783, -99.22572111322435 19.43339746854869, -99.22675154003842 19.43404082546479, -99.22685802437907 19.434440103487646, -99.22658409819337 19.43569473557559, -99.22684295721125 19.436350837700218, -99.22722558928788 19.436792564638914, -99.22755946451237 19.43740048282638, -99.22717192038742 19.4380198064649, -99.22666016136914 19.43852357153876, -99.22599552403712 19.438912100153033, -99.22501550571845 19.43965931223026, -99.22358493817299 19.440366808770946, -99.22083784149766 19.442393021411302, -99.21989940604318 19.442738825800387, -99.2189844012075 19.44298961749658, -99.21782472680398 19.443409785122146, -99.2186770074925 19.443891049570368, -99.21941076520086 19.444562988192523, -99.2197493659087 19.44540635530863, -99.21991924781804 19.4465592726533, -99.21995330957746 19.448398437897097, -99.21930324070024 19.452277104645315, -99.21791843487738 19.45272428960444, -99.21686183930251 19.453355073336496, -99.21600259647855 19.453911604206233, -99.2142761990381 19.456109742510176, -99.21361586957306 19.458031005975094, -99.21312660815681 19.45987867620151, -99.21181687578787 19.461669021243, -99.21301904746166 19.462097588423795, -99.21155904165677 19.46667333461896, -99.21071275488036 19.46659286849492, -99.21040997316237 19.467730023012916, -99.20953140922695 19.468640464426787, -99.20865046913961 19.46943332666574, -99.20740845902255 19.469430214359544, -99.20666226613369 19.470523206971777))",4,19.4280623649,-99.2045669144,8,#db56a7
1218,09015,Cuauhtemoc,D.F.,09,015,32.3838138716,"POLYGON ((-99.14273836752298 19.464462203941643, -99.1424328301138 19.4645665972613, -99.14206700652927 19.464925588175777, -99.14158086868365 19.465099350368533, -99.14131096269719 19.465099344595732, -99.14059054994769 19.4644870159966, -99.13937189103478 19.464510973704062, -99.13341010560951 19.464170344641147, -99.13301737781629 19.464104839374958, -99.13248311996664 19.463841517431252, -99.12722205631543 19.460746699339083, -99.1254379666745 19.460176671800532, -99.12191352579298 19.45900340154051, -99.12302727282398 19.457274943693275, -99.12452123610863 19.451116722196467, -99.12504198158767 19.449982194248093, -99.12542382214401 19.448526419347644, -99.12559139156981 19.447038534431837, -99.12542148495825 19.446376570685302, -99.12446089196396 19.444932652177698, -99.12345659002072 19.44284615954832, -99.12274317096409 19.441912455249437, -99.12319159278394 19.43877631314004, -99.1250778346768 19.426588169252593, -99.12558966406736 19.42236722294915, -99.12614182161828 19.42120953883841, -99.1268064282719 19.419475423702764, -99.12741124253498 19.415935657007854, -99.12782628378498 19.41301447161969, -99.12747627147235 19.412629189835233, -99.1273518584556 19.411623471940924, -99.12704960916467 19.410220170398592, -99.12630496200033 19.408058849516266, -99.1259754636959 19.406816168853734, -99.12572777939945 19.405769597471934, -99.12534402002062 19.40359249018935, -99.12670047302669 19.403348973075513, -99.12828338881994 19.402895372655433, -99.12914694662561 19.402589226968562, -99.12967452037829 19.402478609641083, -99.13026577648382 19.402404881765126, -99.13065310535175 19.402378253851232, -99.13150253725631 19.402402026102397, -99.1331781104745 19.402535204125346, -99.13401398793407 19.40252245681111, -99.1354300976803 19.402619254768425, -99.13543401257598 19.40266010830114, -99.13543927113764 19.40275054551536, -99.13544319199893 19.40279111597703, -99.13545562201206 19.402881122763525, -99.13546193534913 19.402921455391358, -99.135683332603 19.403178540477608, -99.13607184308796 19.40332268454289, -99.13625635540761 19.403290499273062, -99.13661173976293 19.403193585966346, -99.13682608311115 19.402991768157285, -99.13693259414273 19.402695304134035, -99.13737155023173 19.402711265997027, -99.14154970657069 19.4029333653524, -99.14427184687023 19.403140018572095, -99.14660997923433 19.40321533542513, -99.15549212511513 19.403291597299273, -99.1568945599537 19.403129667930134, -99.15752346454519 19.402967337360803, -99.16196071113521 19.40164300394537, -99.16306482298499 19.401245749529878, -99.1655989219768 19.40027863845031, -99.16665380405313 19.39983682455785, -99.16983340929144 19.399052791623056, -99.17083624462066 19.40260603653925, -99.17678238324886 19.40460950482226, -99.18396419736244 19.407133617727197, -99.18170834034576 19.410805601356017, -99.17744767711405 19.41857588320282, -99.17742646143549 19.42201572426444, -99.17740827134055 19.42277746064462, -99.17341178679517 19.428836221695963, -99.16939068934629 19.435486915667088, -99.16833542988519 19.43708138505125, -99.16543473466075 19.44277456773614, -99.16406716603915 19.449264270076537, -99.1639158999176 19.451021259822916, -99.1633335474509 19.455011164384235, -99.16316145157455 19.455590205088875, -99.16270962667637 19.45790061461528, -99.16241984818306 19.458624998188462, -99.16193276918229 19.459075215596748, -99.16134190077709 19.459462876602093, -99.16081473558893 19.45988798243341, -99.16039110524363 19.46038753250206, -99.15911906687538 19.46251204497288, -99.15865767779631 19.462874659338876, -99.15825066404732 19.46314965051804, -99.15763154705462 19.463287545166672, -99.15696062686771 19.463275495650855, -99.15631619842333 19.463138763503874, -99.15135462670086 19.462256618184455, -99.1504436900855 19.46218649043785, -99.14954641804707 19.462262183771703, -99.14695372967542 19.463001160960566, -99.14293728950732 19.464316429112568, -99.14273836752298 19.464462203941643))",14,19.4313734294,-99.1490557562,0,#db5e56
1223,09017,Venustiano Carranza,D.F.,09,017,33.5999706984,"POLYGON ((-99.05068100445773 19.44926586035752, -99.04695925819658 19.440829821399852, -99.05040161814671 19.432851774836458, -99.05533258466625 19.42183172328631, -99.05535348902708 19.421638139247325, -99.05614930206656 19.42083463134537, -99.05724474228853 19.42030854186385, -99.05876443376583 19.420149231007933, -99.06727708907799 19.420140206778, -99.0680610777481 19.420103309426548, -99.06880842413096 19.419883034701677, -99.06926047207216 19.419626161774822, -99.07011465828472 19.418436018640158, -99.07194317959605 19.415574351810903, -99.07299238064536 19.414195970126595, -99.07514243999962 19.41047704681348, -99.07617299917018 19.40874061738159, -99.07677892634837 19.407542251937485, -99.07743612847156 19.40673511787391, -99.07814710017685 19.40631444731244, -99.07871211414957 19.40613081681819, -99.08012819835811 19.40611797075861, -99.08506842001525 19.406878845466437, -99.08953845578759 19.407522890347526, -99.09493544138303 19.408253723533356, -99.09565160509273 19.408482432345245, -99.09631061924581 19.4085922313407, -99.09710968157945 19.40862853869539, -99.09734206296967 19.408591656058586, -99.09761335719517 19.408297531504974, -99.09879319673891 19.408055683957457, -99.10412505347048 19.40702574493422, -99.11244290129619 19.405241927353575, -99.1135788236157 19.40504188896726, -99.11522772159887 19.404857582346324, -99.11634799664492 19.404832236820987, -99.1176990816378 19.404843569175025, -99.11833016425972 19.404806612346764, -99.11933525992399 19.40469579016764, -99.12183577381522 19.404206221323548, -99.12534402002062 19.40359249018935, -99.12572777939945 19.405769597471934, -99.1259754636959 19.406816168853734, -99.12630496200033 19.408058849516266, -99.12704960916467 19.410220170398592, -99.1273518584556 19.411623471940924, -99.12747627147235 19.412629189835233, -99.12782628378498 19.41301447161969, -99.12741124253498 19.415935657007854, -99.1268064282719 19.419475423702764, -99.12614182161828 19.42120953883841, -99.12558966406736 19.42236722294915, -99.1250778346768 19.426588169252593, -99.12319159278394 19.43877631314004, -99.12274317096409 19.441912455249437, -99.12345659002072 19.44284615954832, -99.12446089196396 19.444932652177698, -99.12542148495825 19.446376570685302, -99.12559139156981 19.447038534431837, -99.12542382214401 19.448526419347644, -99.12504198158767 19.449982194248093, -99.12452123610863 19.451116722196467, -99.12302727282398 19.457274943693275, -99.12191352579298 19.45900340154051, -99.11825632922776 19.457785887284416, -99.11693573958895 19.457325133568812, -99.11352707162034 19.454642115982285, -99.11139339039411 19.45299557607026, -99.10872241289393 19.452022109211338, -99.1086949786339 19.452076809743204, -99.10862188361453 19.452144797237832, -99.10852214992397 19.45211768418973, -99.10851133834575 19.45206451777354, -99.10850756851084 19.452017150183895, -99.108508711795 19.45196336282707, -99.10851224243666 19.45190962113899, -99.10831279353685 19.45185454557343, -99.10574246000083 19.450867375347677, -99.1011303567401 19.449198992323737, -99.10043577892421 19.449067573797457, -99.09939140974612 19.449099930349444, -99.09863294807752 19.449388404907857, -99.09478805123739 19.450942428495953, -99.09411743814523 19.45103064329328, -99.09360680184469 19.451008931570875, -99.09302924987216 19.450877463125963, -99.09256629960812 19.450636046888185, -99.09198718296481 19.45013099488843, -99.08941368095216 19.447735950797224, -99.08760665362593 19.44602116974855, -99.08686646605496 19.445009740896307, -99.08290604399242 19.447606824778884, -99.08038158921023 19.44939014935182, -99.07987099686129 19.44947799299019, -99.07950033237405 19.449500285593402, -99.068153236498 19.445635193928357, -99.06727341604103 19.445679298990402, -99.0667871965759 19.445855364759655, -99.0627603877002 19.44442854375541, -99.06183755249167 19.44414241268417, -99.05752793203364 19.445747906791894, -99.05741909377832 19.445590307712997, -99.05693460606041 19.445796112419934, -99.05697574390487 19.44599204271991, -99.0557375188911 19.446374614519463, -99.05516900646748 19.44660030092495, -99.05254998226356 19.447551242084398, -99.05138932895281 19.44876112535641, -99.05111438663579 19.448994789325575, -99.05077155597999 19.449165105827362, -99.05068100445773 19.44926586035752))",11,19.4304954545,-99.0931057959,0,#db5e56
